wekalp_ref,BUSINESS_DATE,LOAN_NUM,MATURITY_DATE,START_DATE,OUTSTANDING_PRINCIPAL_AMOUNT,OUTSTANDING_INTEREST_AMOUNT,CURRENCY,BRANCH,PURPOSE,CUSTOMER_CODE,COUNTERPARTY_TYPE,SECURED_IND,PRODUCT TYPE,CUSTOMER NAME,ORG_DESC,INDUSTRY_DESC,CUSTOMER_TYPE,TOT_OUT_AMT_INR,LR_BUCKET,SYSTEM_ASSET_CLASSIFICATION,Asset Classification ID
wekalp_ref4322,20221231,DUB-EUR-CC-19542-6276,20250331,20200301,1044096.64,2916.93,EUR,DUB,LA,CUST-19542,Cooperative Bank,Y,CC,ABC4264,Housing Finance,Iron and Steel,LARGE,92278540.99195,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref4323,20221231,DEL-EUR-OD-57552-6277,20250331,20200301,-1849287.86,-19700.65,EUR,DEL,MM,CUST-57552,Financial Institution,Y,OD,ABC5054,Shipping,Railways,MICRO,-164723302.32885,Over 3 Months and upto 6 months,DOUBTFUL,5
wekalp_ref4324,20221231,MUM-USD-CM-51127-6280,20250331,20200301,517621.51,5604.46,USD,MUM,MM,CUST-51127,Financial Institution,Y,CM,ABC9697,Aviation,Man Made Textiles,MEDIUM,43283868.36825,Over 1 Year and upto 3 years,SUB-STANDARD,3
wekalp_ref4325,20221231,DUB-EUR-TL-72338-6281,20250331,20200301,1866265.38,14058.61,EUR,DUB,LA,CUST-72338,Corporate,Y,TL,ABC3608,Individual,Sugar,MICRO,165722354.85865,Over 10 year and up to 15 years,DOUBTFUL,4
wekalp_ref4326,20221231,DEL-INR-CC-27176-6285,20250331,20200301,47430.26,19283.38,INR,DEL,MM,CUST-27176,Overseas Bank,N,CC,ABC7222,Software,Tea,SMALL,66713.64,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref4327,20221231,DEL-USD-CC-52211-6286,20250331,20200301,1761329.08,5216.85,USD,DEL,LA,CUST-52211,Individual,N,CC,ABC5935,Transport,Telecommunication,MICRO,146137512.05925,Day - 1,SUB-STANDARD,5
wekalp_ref4328,20221231,MUM-GBP-CC-37620-6287,20250331,20200301,434476.16,19301.17,GBP,MUM,LA,CUST-37620,Corporate,N,CC,ABC1228,Software,Wood,MEDIUM,45163323.211574994,2-7 Days,DOUBTFUL,3
wekalp_ref4329,20221231,MUM-GBP-CC-70995-6288,20250331,20200301,1578106.35,13233.96,GBP,MUM,LA,CUST-70995,Overseas Bank,N,CC,ABC41,Housing Finance,Wood,SMALL,158382122.703525,Over 15 years,SUB-STANDARD,5
wekalp_ref4330,20221231,MUM-EUR-CM-30381-6289,20250331,20200301,1211196.17,16267.57,EUR,MUM,LA,CUST-30381,Corporate,Y,CM,ABC8119,Shipping,Telecommunication,LARGE,108182516.7249,Day - 1,STANDARD,4
wekalp_ref4331,20221231,DEL-INR-TL-26794-6290,20250331,20200301,358863.42,12136.4,INR,DEL,LA,CUST-26794,Overseas Bank,Y,TL,ABC3884,Real Estate,Fertilizer,MEDIUM,370999.82,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref4332,20221231,DUB-GBP-TL-64842-6293,20250331,20200301,1823520.0,6132.47,GBP,DUB,MM,CUST-64842,Financial Institution,N,TL,ABC6204,Agriculture,Electronics,MEDIUM,182100736.207925,More than 2 months and upto 3 months,SUB-STANDARD,3
wekalp_ref4333,20221231,DEL-INR-OD-55462-6295,20250331,20200301,-921180.2,-10186.51,INR,DEL,LA,CUST-55462,Individual,N,OD,ABC5587,Agriculture,Food Processing,SMALL,-931366.71,Over 6 Months and upto 1 year,STANDARD,2
wekalp_ref4334,20221231,MUM-INR-CC-64785-6296,20250331,20200301,1501061.84,7524.69,INR,MUM,LA,CUST-64785,Corporate,Y,CC,ABC6943,Individual,Sugar,MEDIUM,1508586.53,Over 6 Months and upto 1 year,DOUBTFUL,4
wekalp_ref4335,20221231,MUM-GBP-CM-70361-6297,20250331,20200301,1124944.04,4075.79,GBP,MUM,MM,CUST-70361,Overseas Bank,Y,CM,ABC3872,Software,Sugar,MEDIUM,112368521.130325,Over 3 Months and upto 6 months,SUB-STANDARD,4
wekalp_ref4336,20221231,DUB-INR-OD-32031-6299,20250331,20200301,-455750.96,-14165.4,INR,DUB,MM,CUST-32031,Cooperative Bank,N,OD,ABC1892,Real Estate,Wood,LARGE,-469916.36,Over 15 years,SUB-STANDARD,4
wekalp_ref4337,20221231,DUB-EUR-OD-22401-6300,20250331,20200301,-1726149.92,-9494.36,EUR,DUB,MM,CUST-22401,Cooperative Bank,N,OD,ABC7826,Individual,Iron and Steel,MEDIUM,-152971008.6178,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref4338,20221231,MUM-INR-CM-78152-6301,20250331,20200301,94465.01,2764.66,INR,MUM,MM,CUST-78152,Cooperative Bank,Y,CM,ABC7938,Individual,Iron and Steel,MEDIUM,97229.67,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref4339,20221231,DUB-USD-CM-41901-6302,20250331,20200301,288609.91,11084.33,USD,DUB,LA,CUST-41901,Overseas Bank,Y,CM,ABC8167,Software,Railways,MICRO,24792206.003999997,Day - 1,SUB-STANDARD,4
wekalp_ref4340,20221231,DUB-INR-CM-38913-6303,20250331,20200301,465360.02,17430.38,INR,DUB,LA,CUST-38913,Individual,N,CM,ABC266,Agriculture,Fertilizer,LARGE,482790.4,Over 7 years and up to 10 years,STANDARD,3
wekalp_ref4341,20221231,DEL-USD-CC-68227-6307,20250331,20200301,1126775.28,7071.82,USD,DEL,LA,CUST-68227,Cooperative Bank,N,CC,ABC5720,Others,Fertilizer,MEDIUM,93797501.3475,8-14 Days,SUB-STANDARD,4
wekalp_ref4342,20221231,DEL-USD-TL-39125-6308,20250331,20200301,1328286.66,18684.17,USD,DEL,MM,CUST-39125,Financial Institution,Y,TL,ABC3428,Individual,Sugar,MICRO,111428161.91174997,Day - 1,STANDARD,4
wekalp_ref4343,20221231,DUB-INR-CC-27921-6309,20250331,20200301,1773433.85,13973.58,INR,DUB,MM,CUST-27921,Financial Institution,N,CC,ABC6086,Real Estate,Food Processing,MEDIUM,1787407.4300000002,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref4344,20221231,DEL-INR-OD-65486-6310,20250331,20200301,-492346.07,-3181.93,INR,DEL,LA,CUST-65486,Overseas Bank,Y,OD,ABC7150,Agriculture,Telecommunication,SMALL,-495528.0,31 Days and upto 2 months,SUB-STANDARD,4
wekalp_ref4345,20221231,DEL-GBP-CC-14617-6311,20250331,20200301,84919.24,11974.24,GBP,DEL,LA,CUST-14617,Corporate,Y,CC,ABC5578,Tourism,Man Made Textiles,MICRO,9643565.8307,Over 5 years and upto 7 years,SUB-STANDARD,3
wekalp_ref4346,20221231,DUB-GBP-OD-56858-6312,20250331,20200301,-1533252.88,-9290.67,GBP,DUB,MM,CUST-56858,Cooperative Bank,Y,OD,ABC8835,Tourism,Fertilizer,MEDIUM,-153525503.17262498,Over 1 Year and upto 3 years,DOUBTFUL,5
wekalp_ref4347,20221231,MUM-INR-TL-58216-6313,20250331,20200301,542109.88,16908.3,INR,MUM,LA,CUST-58216,Individual,Y,TL,ABC4971,Software,Railways,SMALL,559018.18,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref4348,20221231,MUM-GBP-OD-21877-6314,20250331,20200301,-1553964.07,-11905.03,GBP,MUM,LA,CUST-21877,Financial Institution,N,OD,ABC2027,Software,Railways,LARGE,-155847036.85025,More than 2 months and upto 3 months,STANDARD,3
wekalp_ref4349,20221231,DUB-USD-CC-29843-6315,20250331,20200301,738099.86,12893.82,USD,DUB,MM,CUST-29843,Cooperative Bank,Y,CC,ABC5909,Others,Others,LARGE,62125952.17799999,Over 3 Months and upto 6 months,SUB-STANDARD,5
wekalp_ref4350,20221231,DUB-EUR-OD-27989-6318,20250331,20200301,-1391312.12,-10967.66,EUR,DUB,MM,CUST-27989,Overseas Bank,N,OD,ABC7405,Others,Wood,LARGE,-123589928.4103,Over 15 years,STANDARD,3
wekalp_ref4351,20221231,MUM-INR-CC-77626-6319,20250331,20200301,611859.1,15674.29,INR,MUM,LA,CUST-77626,Corporate,Y,CC,ABC5622,Aviation,Leather,LARGE,627533.39,Over 3 Months and upto 6 months,SUB-STANDARD,4
wekalp_ref4352,20221231,DUB-GBP-OD-50057-6320,20250331,20200301,-1433661.98,-10174.65,GBP,DUB,MM,CUST-50057,Financial Institution,N,OD,ABC4322,Agriculture,Man Made Textiles,MEDIUM,-143701450.192325,Over 3 Years and upto 5 years,STANDARD,3
wekalp_ref4353,20221231,MUM-INR-CC-51282-6322,20250331,20200301,1290934.14,8622.25,INR,MUM,LA,CUST-51282,Cooperative Bank,Y,CC,ABC8860,Software,Railways,MICRO,1299556.39,Over 5 years and upto 7 years,SUB-STANDARD,5
wekalp_ref4354,20221231,MUM-GBP-TL-51940-6324,20250331,20200301,135470.12,10936.01,GBP,MUM,LA,CUST-51940,Corporate,Y,TL,ABC4794,Aviation,Food Processing,MICRO,14571436.103575002,2-7 Days,SUB-STANDARD,4
wekalp_ref4355,20221231,DEL-EUR-OD-25383-6327,20250331,20200301,-1073315.38,-13495.0,EUR,DEL,MM,CUST-25383,Financial Institution,Y,OD,ABC6955,Shipping,Food Processing,MICRO,-95786032.8413,31 Days and upto 2 months,STANDARD,2
wekalp_ref4356,20221231,DUB-GBP-OD-27802-6328,20250331,20200301,-49267.43,-14062.57,GBP,DUB,LA,CUST-27802,Corporate,N,OD,ABC6837,Shipping,Fertilizer,SMALL,-6303076.575,Over 15 years,STANDARD,5
wekalp_ref4357,20221231,MUM-INR-CM-56406-6329,20250331,20200301,625925.62,3889.9,INR,MUM,MM,CUST-56406,Overseas Bank,Y,CM,ABC425,Housing Finance,Sugar,MEDIUM,629815.52,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref4358,20221231,DUB-USD-CM-47110-6330,20250331,20200301,168956.47,10154.87,USD,DUB,LA,CUST-47110,Financial Institution,Y,CM,ABC8332,Transport,Food Processing,LARGE,14816985.6015,31 Days and upto 2 months,STANDARD,5
wekalp_ref4359,20221231,MUM-INR-CM-34695-6332,20250331,20200301,1214465.11,4475.26,INR,MUM,LA,CUST-34695,Overseas Bank,Y,CM,ABC9206,Tourism,Fertilizer,MEDIUM,1218940.37,15-30 Days,STANDARD,2
wekalp_ref4360,20221231,MUM-INR-OD-58871-6334,20250331,20200301,-1544736.68,-14187.15,INR,MUM,LA,CUST-58871,Individual,Y,OD,ABC879,Agriculture,Railways,LARGE,-1558923.8299999998,Over 10 year and up to 15 years,SUB-STANDARD,3
wekalp_ref4361,20221231,MUM-GBP-CM-63334-6336,20250331,20200301,1643918.22,11867.45,GBP,MUM,MM,CUST-63334,Cooperative Bank,N,CM,ABC5974,Housing Finance,Iron and Steel,MICRO,164796208.270925,Over 3 Years and upto 5 years,STANDARD,4
wekalp_ref4362,20221231,DUB-USD-OD-19397-6338,20250331,20200301,-1602238.76,-10190.47,USD,DUB,LA,CUST-19397,Financial Institution,Y,OD,ABC9337,Real Estate,Telecommunication,SMALL,-133388208.05174999,More than 2 months and upto 3 months,STANDARD,3
wekalp_ref4363,20221231,DEL-INR-CM-62814-6339,20250331,20200301,858647.16,16239.88,INR,DEL,MM,CUST-62814,Financial Institution,N,CM,ABC3666,Transport,Wood,MEDIUM,874887.04,Over 3 Years and upto 5 years,STANDARD,4
wekalp_ref4364,20221231,MUM-USD-CM-59626-6341,20250331,20200301,1350067.72,2606.45,USD,MUM,MM,CUST-59626,Overseas Bank,Y,CM,ABC7109,Agriculture,Man Made Textiles,MICRO,111899970.71324998,Over 15 years,STANDARD,5
wekalp_ref4365,20221231,DEL-EUR-CM-39684-6344,20250331,20200301,865857.42,3193.79,EUR,DEL,LA,CUST-39684,Corporate,N,CM,ABC6979,Transport,Leather,MEDIUM,76593828.39335,Over 10 year and up to 15 years,SUB-STANDARD,5
wekalp_ref4366,20221231,DUB-USD-TL-58670-6346,20250331,20200301,661259.03,17082.33,USD,DUB,MM,CUST-58670,Overseas Bank,Y,TL,ABC4253,Housing Finance,Tea,LARGE,56115789.006,More than 2 months and upto 3 months,STANDARD,2
wekalp_ref4367,20221231,DUB-USD-CM-40455-6347,20250331,20200301,821571.5,3800.91,USD,DUB,LA,CUST-40455,Corporate,Y,CM,ABC2231,Individual,Electronics,MEDIUM,68278932.61725,8-14 Days,STANDARD,5
wekalp_ref4368,20221231,DUB-INR-OD-17809-6348,20250331,20200301,-323670.41,-12332.18,INR,DUB,LA,CUST-17809,Individual,Y,OD,ABC9214,Housing Finance,Wood,MICRO,-336002.59,Over 5 years and upto 7 years,SUB-STANDARD,4
wekalp_ref4369,20221231,DEL-GBP-OD-32637-6349,20250331,20200301,-1343525.89,-16117.27,GBP,DEL,LA,CUST-32637,Cooperative Bank,Y,OD,ABC9914,Shipping,Telecommunication,LARGE,-135321884.6069,Over 3 Months and upto 6 months,STANDARD,3
wekalp_ref4370,20221231,MUM-USD-CC-51115-6350,20250331,20200301,740389.89,9976.89,USD,MUM,LA,CUST-51115,Individual,Y,CC,ABC2059,Individual,Electronics,MICRO,62074091.87550001,Over 7 years and up to 10 years,STANDARD,2
wekalp_ref4371,20221231,DEL-EUR-CM-67831-6353,20250331,20200301,1790662.52,14576.74,EUR,DEL,MM,CUST-67831,Financial Institution,Y,CM,ABC7717,Agriculture,Food Processing,MEDIUM,159104762.18010002,Over 7 years and up to 10 years,STANDARD,3
wekalp_ref4372,20221231,DEL-GBP-TL-49492-6354,20250331,20200301,1397960.74,18452.79,GBP,DEL,LA,CUST-49492,Overseas Bank,Y,TL,ABC4462,Aviation,Electronics,MEDIUM,140972097.607075,Over 1 Year and upto 3 years,STANDARD,1
wekalp_ref4373,20221231,DUB-GBP-CM-21030-6355,20250331,20200301,373527.17,17210.87,GBP,DUB,LA,CUST-21030,Individual,Y,CM,ABC6994,Others,Leather,MEDIUM,38889180.2761,Day - 1,STANDARD,5
wekalp_ref4374,20221231,DUB-INR-CM-64698-6356,20250331,20200301,1305319.06,4941.97,INR,DUB,LA,CUST-64698,Individual,N,CM,ABC3756,Transport,Man Made Textiles,MICRO,1310261.03,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref4375,20221231,DUB-INR-CM-14045-6357,20250331,20200301,631650.71,7760.02,INR,DUB,LA,CUST-14045,Financial Institution,N,CM,ABC6909,Others,Sugar,SMALL,639410.73,More than 2 months and upto 3 months,STANDARD,3
wekalp_ref4376,20221231,DUB-USD-OD-77103-6359,20250331,20200301,-1324206.92,-7815.39,USD,DUB,MM,CUST-77103,Cooperative Bank,Y,OD,ABC8981,Tourism,Leather,SMALL,-110191545.59474997,Over 10 year and up to 15 years,SUB-STANDARD,5
wekalp_ref4377,20221231,MUM-GBP-OD-25265-6360,20250331,20200301,-1714219.19,-5738.94,GBP,MUM,LA,CUST-25265,Financial Institution,N,OD,ABC6788,Real Estate,Sugar,LARGE,-171183132.783575,Over 5 years and upto 7 years,STANDARD,4
wekalp_ref4378,20221231,DEL-GBP-TL-18713-6361,20250331,20200301,778414.79,8187.18,GBP,DEL,LA,CUST-18713,Individual,N,TL,ABC9280,Real Estate,Electronics,MEDIUM,78288527.569175,Over 1 Year and upto 3 years,SUB-STANDARD,4
wekalp_ref4379,20221231,DUB-EUR-CC-20812-6362,20250331,20200301,246675.34,14133.76,EUR,DUB,LA,CUST-20812,Financial Institution,Y,CC,ABC5932,Real Estate,Others,SMALL,22986410.028500002,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref4380,20221231,MUM-USD-CC-62053-6364,20250331,20200301,1974953.14,17301.84,USD,MUM,MM,CUST-62053,Cooperative Bank,Y,CC,ABC3155,Aviation,Sugar,SMALL,164809293.2205,15-30 Days,STANDARD,2
wekalp_ref4381,20221231,MUM-USD-CC-50196-6365,20250331,20200301,1973341.41,12367.78,USD,MUM,LA,CUST-50196,Overseas Bank,Y,CC,ABC5994,Others,Others,MICRO,164267792.74275,Over 10 year and up to 15 years,STANDARD,5
wekalp_ref4382,20221231,MUM-INR-OD-16951-6366,20250331,20200301,-1953553.75,-3255.1,INR,MUM,LA,CUST-16951,Cooperative Bank,N,OD,ABC4645,Transport,Telecommunication,MEDIUM,-1956808.85,15-30 Days,STANDARD,2
wekalp_ref4383,20221231,DUB-INR-CM-38510-6367,20250331,20200301,800607.18,14594.54,INR,DUB,LA,CUST-38510,Corporate,Y,CM,ABC559,Housing Finance,Sugar,LARGE,815201.7200000001,Over 6 Months and upto 1 year,STANDARD,4
wekalp_ref4384,20221231,DUB-GBP-CM-34518-6368,20250331,20200301,1171235.22,7951.85,GBP,DUB,LA,CUST-34518,Overseas Bank,N,CM,ABC6593,Tourism,Iron and Steel,MEDIUM,117361541.109425,31 Days and upto 2 months,STANDARD,5
wekalp_ref4385,20221231,DUB-EUR-CC-38825-6369,20250331,20200301,962207.06,5499.65,EUR,DUB,LA,CUST-38825,Financial Institution,Y,CC,ABC4759,Others,Tea,MICRO,85288830.88585001,31 Days and upto 2 months,SUB-STANDARD,3
wekalp_ref4386,20221231,MUM-EUR-CM-24308-6370,20250331,20200301,831220.11,7587.97,EUR,MUM,LA,CUST-24308,Corporate,Y,CM,ABC7344,Tourism,Sugar,SMALL,73928350.1308,Over 15 years,STANDARD,2
wekalp_ref4387,20221231,MUM-GBP-TL-79908-6371,20250331,20200301,756257.99,3769.27,GBP,MUM,MM,CUST-79908,Overseas Bank,N,TL,ABC4899,Aviation,Others,LARGE,75643613.11965,Over 5 years and upto 7 years,SUB-STANDARD,4
wekalp_ref4388,20221231,DEL-USD-OD-11771-6375,20250331,20200301,-432059.56,-15895.78,USD,DEL,LA,CUST-11771,Financial Institution,N,OD,ABC5098,Real Estate,Iron and Steel,SMALL,-37057105.5015,Over 1 Year and upto 3 years,SUB-STANDARD,4
wekalp_ref4389,20221231,MUM-GBP-OD-59231-6376,20250331,20200301,-1108304.69,-18249.1,GBP,MUM,MM,CUST-59231,Financial Institution,N,OD,ABC1126,Transport,Railways,MEDIUM,-112123082.33422501,Over 10 year and up to 15 years,SUB-STANDARD,5
wekalp_ref4390,20221231,DEL-EUR-OD-44887-6377,20250331,20200301,-566977.94,-11655.85,EUR,DEL,LA,CUST-44887,Individual,N,OD,ABC2477,Shipping,Food Processing,MICRO,-50997889.08165,8-14 Days,SUB-STANDARD,5
wekalp_ref4391,20221231,MUM-GBP-OD-77286-6378,20250331,20200301,-1090490.66,-10740.23,GBP,MUM,MM,CUST-77286,Cooperative Bank,Y,OD,ABC3476,Transport,Wood,MEDIUM,-109602757.40447499,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref4392,20221231,DUB-USD-CC-29017-6380,20250331,20200301,1851433.53,11509.51,USD,DUB,LA,CUST-29017,Financial Institution,N,CC,ABC5968,Transport,Electronics,MEDIUM,154111962.984,Over 5 years and upto 7 years,SUB-STANDARD,5
wekalp_ref4393,20221231,DEL-INR-CM-56779-6381,20250331,20200301,1185003.13,17208.9,INR,DEL,LA,CUST-56779,Cooperative Bank,N,CM,ABC5281,Others,Wood,MICRO,1202212.0299999998,Over 7 years and up to 10 years,SUB-STANDARD,4
wekalp_ref4394,20221231,DUB-EUR-CM-37916-6382,20250331,20200301,1387552.74,7550.4,EUR,DUB,LA,CUST-37916,Individual,Y,CM,ABC8501,Transport,Telecommunication,MICRO,122957415.2439,8-14 Days,SUB-STANDARD,4
wekalp_ref4395,20221231,DEL-USD-TL-28054-6383,20250331,20200301,967471.38,9438.99,USD,DEL,LA,CUST-28054,Financial Institution,Y,TL,ABC8151,Others,Railways,LARGE,80814910.35824999,2-7 Days,STANDARD,4
wekalp_ref4396,20221231,MUM-EUR-TL-21948-6384,20250331,20200301,1504736.18,10052.04,EUR,MUM,LA,CUST-21948,Overseas Bank,Y,TL,ABC6472,Tourism,Others,LARGE,133505859.76969999,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref4397,20221231,DUB-GBP-CM-44319-6385,20250331,20200301,1654027.6,4226.09,GBP,DUB,LA,CUST-44319,Overseas Bank,Y,CM,ABC6210,Shipping,Sugar,LARGE,165041844.13147503,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref4398,20221231,MUM-INR-OD-54261-6386,20250331,20200301,-731067.58,-18636.71,INR,MUM,LA,CUST-54261,Corporate,Y,OD,ABC3923,Transport,Railways,SMALL,-749704.2899999999,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref4399,20221231,DEL-EUR-CC-40973-6387,20250331,20200301,1224511.21,3945.27,EUR,DEL,LA,CUST-40973,Individual,N,CC,ABC5252,Others,Railways,LARGE,108270011.8648,Over 3 Months and upto 6 months,STANDARD,4
wekalp_ref4400,20221231,MUM-GBP-CC-66897-6388,20250331,20200301,605979.76,6069.19,GBP,MUM,LA,CUST-66897,Overseas Bank,Y,CC,ABC7717,Agriculture,Man Made Textiles,LARGE,60915701.87112499,15-30 Days,STANDARD,4
wekalp_ref4401,20221231,DEL-GBP-CM-69444-6392,20250331,20200301,535417.75,18308.43,GBP,DEL,LA,CUST-69444,Corporate,Y,CM,ABC4861,Tourism,Tea,LARGE,55110982.37995001,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref4402,20221231,DUB-INR-CM-18091-6394,20250331,20200301,1807841.75,4483.17,INR,DUB,MM,CUST-18091,Cooperative Bank,Y,CM,ABC9788,Tourism,Telecommunication,MEDIUM,1812324.92,Over 10 year and up to 15 years,SUB-STANDARD,5
wekalp_ref4403,20221231,DEL-INR-CC-29231-6395,20250331,20200301,1438837.31,9551.71,INR,DEL,LA,CUST-29231,Corporate,Y,CC,ABC7005,Agriculture,Sugar,MEDIUM,1448389.02,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref4404,20221231,DEL-INR-TL-13759-6396,20250331,20200301,1064078.11,18864.13,INR,DEL,LA,CUST-13759,Cooperative Bank,N,TL,ABC4510,Transport,Wood,LARGE,1082942.24,8-14 Days,STANDARD,3
wekalp_ref4405,20221231,DUB-USD-CM-12506-6399,20250331,20200301,628524.16,8820.0,USD,DUB,LA,CUST-12506,Corporate,Y,CM,ABC4421,Individual,Others,MEDIUM,52724295.636,Over 6 Months and upto 1 year,STANDARD,4
wekalp_ref4406,20221231,DUB-GBP-TL-52822-6400,20250331,20200301,77266.0,13799.55,GBP,DUB,LA,CUST-52822,Overseas Bank,N,TL,ABC7905,Shipping,Others,MICRO,9063526.527625,15-30 Days,SUB-STANDARD,4
wekalp_ref4407,20221231,DUB-INR-CC-60019-6401,20250331,20200301,878403.18,11665.74,INR,DUB,LA,CUST-60019,Financial Institution,N,CC,ABC5208,Shipping,Sugar,MICRO,890068.92,Over 10 year and up to 15 years,STANDARD,2
wekalp_ref4408,20221231,MUM-GBP-CC-34226-6402,20250331,20200301,355800.15,5331.55,GBP,MUM,LA,CUST-34226,Financial Institution,N,CC,ABC2655,Individual,Tea,LARGE,35942535.27175,Over 15 years,SUB-STANDARD,5
wekalp_ref4409,20221231,DEL-USD-OD-71552-6403,20250331,20200301,-1447026.46,-16485.1,USD,DEL,LA,CUST-71552,Overseas Bank,N,OD,ABC9991,Real Estate,Food Processing,LARGE,-121068993.80099998,15-30 Days,SUB-STANDARD,3
wekalp_ref4410,20221231,MUM-GBP-CM-33632-6404,20250331,20200301,621274.36,4621.6,GBP,MUM,LA,CUST-33632,Corporate,Y,CM,ABC4352,Transport,Telecommunication,MICRO,62293860.15890001,More than 2 months and upto 3 months,SUB-STANDARD,3
wekalp_ref4411,20221231,MUM-INR-CM-11111-6405,20250331,20200301,565716.24,15688.14,INR,MUM,MM,CUST-11111,Cooperative Bank,N,CM,ABC3879,Agriculture,Food Processing,MEDIUM,581404.38,Over 3 Years and upto 5 years,DOUBTFUL,4
wekalp_ref4412,20221231,MUM-EUR-CM-28743-6406,20250331,20200301,1669316.27,4546.45,EUR,MUM,LA,CUST-28743,Financial Institution,N,CM,ABC1818,Transport,Food Processing,MICRO,147525890.8272,2-7 Days,STANDARD,5
wekalp_ref4413,20221231,DUB-USD-CM-51614-6407,20250331,20200301,1426115.54,11392.83,USD,DUB,LA,CUST-51614,Individual,Y,CM,ABC1387,Tourism,Sugar,LARGE,118917879.90825,Over 10 year and up to 15 years,SUB-STANDARD,4
wekalp_ref4414,20221231,DEL-EUR-OD-71940-6408,20250331,20200301,-54500.11,-8078.41,EUR,DEL,LA,CUST-71940,Overseas Bank,N,OD,ABC3718,Others,Leather,SMALL,-5515357.860200001,31 Days and upto 2 months,STANDARD,4
wekalp_ref4415,20221231,MUM-USD-CM-33164-6409,20250331,20200301,75240.96,9777.15,USD,MUM,LA,CUST-33164,Cooperative Bank,N,CM,ABC2054,Others,Leather,LARGE,7033123.14975,15-30 Days,STANDARD,4
wekalp_ref4416,20221231,DEL-INR-CM-74215-6410,20250331,20200301,577557.99,12854.27,INR,DEL,MM,CUST-74215,Overseas Bank,N,CM,ABC3321,Shipping,Iron and Steel,MEDIUM,590412.26,More than 2 months and upto 3 months,SUB-STANDARD,5
wekalp_ref4417,20221231,MUM-INR-TL-46582-6411,20250331,20200301,1468595.92,3385.62,INR,MUM,MM,CUST-46582,Overseas Bank,Y,TL,ABC2920,Housing Finance,Food Processing,MICRO,1471981.54,Over 6 Months and upto 1 year,STANDARD,4
wekalp_ref4418,20221231,MUM-GBP-CC-59016-6413,20250331,20200301,1015744.09,19607.7,GBP,MUM,LA,CUST-59016,Overseas Bank,N,CC,ABC7115,Tourism,Wood,LARGE,103045975.27922499,Over 6 Months and upto 1 year,STANDARD,2
wekalp_ref4419,20221231,MUM-EUR-OD-66223-6414,20250331,20200301,-255598.18,-11513.47,EUR,MUM,LA,CUST-66223,Financial Institution,Y,OD,ABC9728,Others,Railways,MICRO,-23541885.272749998,2-7 Days,STANDARD,2
wekalp_ref4420,20221231,MUM-USD-CC-74954-6415,20250331,20200301,1320057.96,11040.83,USD,MUM,LA,CUST-74954,Financial Institution,Y,CC,ABC3330,Agriculture,Sugar,MEDIUM,110115147.40275,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref4421,20221231,MUM-INR-CM-21977-6416,20250331,20200301,819682.92,13097.51,INR,MUM,LA,CUST-21977,Financial Institution,Y,CM,ABC142,Shipping,Leather,MICRO,832780.43,2-7 Days,DOUBTFUL,3
wekalp_ref4422,20221231,DEL-USD-TL-44080-6418,20250331,20200301,1214449.29,5272.23,USD,DEL,LA,CUST-44080,Cooperative Bank,N,TL,ABC5322,Individual,Leather,LARGE,100901462.742,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref4423,20221231,DUB-EUR-CM-14445-6419,20250331,20200301,348726.34,17309.75,EUR,DUB,LA,CUST-14445,Overseas Bank,N,CM,ABC2982,Shipping,Wood,MICRO,32260590.792150002,31 Days and upto 2 months,STANDARD,5
wekalp_ref4424,20221231,DEL-EUR-CC-67386-6421,20250331,20200301,645066.61,2588.65,EUR,DEL,LA,CUST-67386,Overseas Bank,Y,CC,ABC4132,Individual,Sugar,SMALL,57081096.340100005,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref4425,20221231,DUB-INR-CM-23372-6423,20250331,20200301,1120814.86,3140.4,INR,DUB,MM,CUST-23372,Financial Institution,N,CM,ABC3606,Others,Sugar,SMALL,1123955.26,Over 3 Years and upto 5 years,STANDARD,3
wekalp_ref4426,20221231,MUM-INR-OD-12495-6424,20250331,20200301,-1825926.71,-14744.83,INR,MUM,LA,CUST-12495,Financial Institution,N,OD,ABC2651,Others,Sugar,MICRO,-1840671.54,15-30 Days,STANDARD,5
